node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
NOA1,AT1G08750,622886,608664,3702.AT3G47450.1,3702.AT1G08750.1,0,0,0,0,0.045,0,0,0.559,0.56
PSY,PEN1,630357,626020,3702.AT5G17230.3,3702.AT4G15340.1,0.14,0,0,0,0.299,0,0,0.33,0.56
PSY,ACP4,630357,627096,3702.AT5G17230.3,3702.AT4G25050.2,0,0,0,0,0.432,0,0,0.257,0.56
MK,SDP1,631348,629053,3702.AT5G27450.2,3702.AT5G04040.1,0.066,0,0,0,0,0,0,0.549,0.56
AT5G10160,CDPMEK,629661,616889,3702.AT5G10160.1,3702.AT2G26930.1,0,0,0,0,0.181,0,0,0.485,0.56
ACP4,CYP86A8,627096,618933,3702.AT4G25050.2,3702.AT2G45970.1,0,0,0,0,0.06,0,0,0.552,0.56
AOS,AT3G06690,632323,619811,3702.AT5G42650.1,3702.AT3G06690.1,0,0,0,0,0,0,0,0.56,0.56
ATML1,RGA1,626731,614974,3702.AT4G21750.2,3702.AT2G01570.1,0,0,0,0,0,0.56,0,0,0.56
BRG3,MYB51,620433,609708,3702.AT3G12920.1,3702.AT1G18570.1,0,0,0,0,0.049,0.557,0,0,0.56
AT5G45670,PAR1,632669,618603,3702.AT5G45670.1,3702.AT2G42870.1,0,0,0,0,0.074,0,0,0.545,0.56
VEP1,SMO2-1,627008,608516,3702.AT4G24220.1,3702.AT1G07420.1,0,0,0,0,0,0,0,0.56,0.56
MRN1,PSY,632317,630357,3702.AT5G42600.1,3702.AT5G17230.3,0.14,0,0,0,0.299,0,0,0.33,0.56
DGD1,FAD3,620299,617205,3702.AT3G11670.1,3702.AT2G29980.1,0,0,0,0,0,0,0,0.56,0.56
KCS20,CER10,632455,623738,3702.AT5G43760.1,3702.AT3G55360.1,0,0,0,0,0.062,0,0,0.55,0.56
At5g36150,PSY,631647,630357,3702.AT5G36150.1,3702.AT5G17230.3,0.14,0,0,0,0.299,0,0,0.33,0.56
AGL20,ATC,618902,616961,3702.AT2G45660.1,3702.AT2G27550.1,0,0,0,0,0,0,0,0.56,0.56
ACP4,TAG1,627096,616101,3702.AT4G25050.2,3702.AT2G19450.1,0,0,0,0,0.056,0,0,0.553,0.56
SLY2,DWF1,632937,621215,3702.AT5G48170.1,3702.AT3G19820.2,0,0,0,0,0,0,0,0.56,0.56
AAE15,PDE320,625851,619838,3702.AT4G14070.1,3702.AT3G06960.1,0,0,0,0,0,0,0,0.56,0.56
PNT1,AT4G10050,630807,625419,3702.AT5G22130.2,3702.AT4G10050.1,0,0,0,0,0,0.048,0,0.557,0.56
OLEO2,TAG1,632077,616101,3702.AT5G40420.1,3702.AT2G19450.1,0,0,0,0,0,0,0,0.56,0.56
ACBP5,ADS2,631365,617360,3702.AT5G27630.1,3702.AT2G31360.1,0,0,0,0,0,0,0,0.56,0.56
CYP82G1,CYP94C1,621805,616972,3702.AT3G25180.1,3702.AT2G27690.1,0,0,0.44,0.584,0.212,0,0,0.788,0.559
AT5G45920,LPAT2,632696,623977,3702.AT5G45920.1,3702.AT3G57650.1,0,0,0,0,0,0,0,0.559,0.559
AT5G50915,COI1,633245,618284,3702.AT5G50915.1,3702.AT2G39940.1,0,0,0,0,0,0,0,0.559,0.559
cPT8,KIN10,634273,619173,3702.AT5G60500.1,3702.AT3G01090.2,0,0,0,0,0,0.559,0,0,0.559
AT5G58980,AT3G15290,634118,620714,3702.AT5G58980.1,3702.AT3G15290.1,0,0,0,0,0,0,0,0.559,0.559
ATS2,MGDC,627699,615535,3702.AT4G30580.1,3702.AT2G11810.1,0,0,0,0,0,0,0,0.559,0.559
PAD4,RIN4,623427,621792,3702.AT3G52430.1,3702.AT3G25070.1,0,0,0,0,0.101,0,0,0.53,0.559
PPDK,CSY3,626044,618595,3702.AT4G15530.5,3702.AT2G42790.1,0.19,0,0,0,0.158,0,0,0.406,0.559
WSD1,KCS8,631748,615684,3702.AT5G37300.1,3702.AT2G15090.1,0,0,0,0,0,0,0,0.559,0.559
MGD1,ATS2,627830,627699,3702.AT4G31780.2,3702.AT4G30580.1,0,0,0,0,0.043,0,0,0.558,0.559
ESM1,AT2G42690,620598,618585,3702.AT3G14210.1,3702.AT2G42690.1,0,0,0,0,0.109,0,0,0.526,0.559
AGL20,E12A11,618902,609663,3702.AT2G45660.1,3702.AT1G18100.1,0,0,0,0,0,0,0,0.559,0.559
CYP86A2,LACS1,624647,619070,3702.AT4G00360.1,3702.AT2G47240.1,0,0,0,0,0.093,0.049,0,0.53,0.559
MK,GPDHC1,631348,618469,3702.AT5G27450.2,3702.AT2G41540.2,0,0,0,0,0.073,0,0,0.544,0.559
LUT2,CCD1,633905,624593,3702.AT5G57030.1,3702.AT3G63520.1,0,0,0,0,0.115,0,0,0.523,0.559
AT3G15290,AT2G38010,620714,618080,3702.AT3G15290.1,3702.AT2G38010.2,0,0,0,0,0,0,0,0.559,0.559
AT5G47720,DXPS1,632892,621399,3702.AT5G47720.4,3702.AT3G21500.2,0,0,0,0,0.081,0.1,0,0.51,0.559
NCED2,LYC,626370,620139,3702.AT4G18350.1,3702.AT3G10230.1,0,0,0,0,0,0,0,0.559,0.559
PAH2,AT4G22240,632349,626790,3702.AT5G42870.1,3702.AT4G22240.1,0,0,0,0,0,0,0,0.559,0.559
ACX2,MCCA,634764,608063,3702.AT5G65110.1,3702.AT1G03090.2,0.189,0,0,0,0.36,0,0,0.22,0.559
GGR,AT3G14520,628552,620634,3702.AT4G38460.1,3702.AT3G14520.1,0,0,0,0,0,0,0,0.559,0.559
FAD2,SSI2,620348,618695,3702.AT3G12120.1,3702.AT2G43710.1,0,0,0,0,0,0,0,0.559,0.559
AOS,FAD3,632323,617205,3702.AT5G42650.1,3702.AT2G29980.1,0,0,0,0,0,0,0,0.559,0.559
AT3G15290,AT1G07380,620714,608512,3702.AT3G15290.1,3702.AT1G07380.1,0,0,0,0,0,0,0,0.559,0.559
CYP90D1,ACLB-1,620539,619807,3702.AT3G13730.1,3702.AT3G06650.1,0,0,0,0,0,0,0,0.559,0.559
USP,DGAT2,633417,623328,3702.AT5G52560.1,3702.AT3G51520.1,0,0,0,0,0.089,0,0,0.536,0.559
VTC4,MEE31,619377,619346,3702.AT3G02870.1,3702.AT3G02570.1,0.19,0,0,0,0,0,0,0.478,0.559
ACLB-2,CYP90D1,633084,620539,3702.AT5G49460.1,3702.AT3G13730.1,0,0,0,0,0,0,0,0.559,0.559
AT3G02620,At1g06080,619351,608379,3702.AT3G02620.1,3702.AT1G06080.1,0,0,0,0,0,0,0,0.558,0.558
ABI2,PLDALPHA1,633908,620769,3702.AT5G57050.1,3702.AT3G15730.1,0,0,0,0,0,0,0,0.558,0.558
PKT3,AT1G09400,617552,608732,3702.AT2G33150.1,3702.AT1G09400.1,0,0,0,0,0.047,0,0,0.555,0.558
FOLK,CCT2,634073,625997,3702.AT5G58560.1,3702.AT4G15130.1,0.054,0,0,0,0.047,0.525,0,0.09,0.558
THE1,PAC,633620,619157,3702.AT5G54380.1,3702.AT2G48120.1,0,0,0,0,0,0,0,0.558,0.558
G3Pp4,COX10,626277,618783,3702.AT4G17550.1,3702.AT2G44520.1,0.184,0,0,0,0,0,0,0.481,0.558
TSA2,IGPD,623660,621501,3702.AT3G54640.1,3702.AT3G22425.2,0.19,0,0,0,0.048,0,0,0.473,0.558
COX10,G3Pp5,618783,615563,3702.AT2G44520.1,3702.AT2G13100.1,0.184,0,0,0,0,0,0,0.481,0.558
GAI,RAV1,609337,609156,3702.AT1G14920.1,3702.AT1G13260.1,0,0,0,0,0,0,0,0.558,0.558
APG7,PIF3,632694,608747,3702.AT5G45900.1,3702.AT1G09530.2,0,0,0,0,0,0,0,0.558,0.558
BCE2,COX10,619827,618783,3702.AT3G06850.1,3702.AT2G44520.1,0,0,0,0,0.158,0,0,0.497,0.558
HISN5B,TSA2,625968,623660,3702.AT4G14910.2,3702.AT3G54640.1,0.19,0,0,0,0.048,0,0,0.473,0.558
G3Pp2,COX10,627112,618783,3702.AT4G25220.1,3702.AT2G44520.1,0.184,0,0,0,0,0,0,0.481,0.558
LACS7,ACX4,631361,623364,3702.AT5G27600.1,3702.AT3G51840.1,0.099,0,0,0,0.226,0.089,0,0.386,0.558
AT4G22240,AT2G42130,626790,618530,3702.AT4G22240.1,3702.AT2G42130.4,0,0,0,0,0.059,0,0,0.55,0.558
AT4G02610,AT2G19940,624904,616151,3702.AT4G02610.1,3702.AT2G19940.2,0,0,0,0,0.093,0,0,0.533,0.558
FAD8,KCS18,629212,628134,3702.AT5G05580.1,3702.AT4G34520.1,0,0,0,0,0,0,0,0.558,0.558
STE14A,PIP5K3,630934,616836,3702.AT5G23320.1,3702.AT2G26420.1,0,0,0,0,0,0,0,0.558,0.558
ERA1,REP,632061,619795,3702.AT5G40280.1,3702.AT3G06540.1,0,0,0,0,0,0.344,0,0.354,0.558
FOLK,CCT1,634073,617456,3702.AT5G58560.1,3702.AT2G32260.1,0.054,0,0,0,0.047,0.525,0,0.09,0.558
PLC2,5PTASE13,619957,608329,3702.AT3G08510.1,3702.AT1G05630.1,0,0,0,0,0,0.152,0,0.5,0.558
VTE5,CCT1,629101,617456,3702.AT5G04490.1,3702.AT2G32260.1,0.054,0,0,0,0.047,0.525,0,0.09,0.558
ACP5,AT1G24360,631321,610314,3702.AT5G27200.1,3702.AT1G24360.1,0.054,0,0,0,0.042,0.044,0,0.551,0.558
mtACP3,AT1G24360,632882,610314,3702.AT5G47630.2,3702.AT1G24360.1,0.054,0,0,0,0.042,0.044,0,0.551,0.558
TSA2,AT2G19940,623660,616151,3702.AT3G54640.1,3702.AT2G19940.2,0,0,0,0,0.093,0,0,0.533,0.558
G3Pp1,COX10,622883,618783,3702.AT3G47420.1,3702.AT2G44520.1,0.184,0,0,0,0,0,0,0.481,0.558
VTE5,CCT2,629101,625997,3702.AT5G04490.1,3702.AT4G15130.1,0.054,0,0,0,0.047,0.525,0,0.09,0.558
FPS1,SMT2,632897,609885,3702.AT5G47770.1,3702.AT1G20330.1,0.058,0,0,0,0.237,0,0,0.435,0.558
IPK2BETA,OLEO2,634408,632077,3702.AT5G61760.1,3702.AT5G40420.1,0,0,0,0,0,0,0,0.557,0.557
SMT1,RTNLB19,629990,616819,3702.AT5G13710.1,3702.AT2G26260.1,0,0,0,0,0.049,0.319,0,0.372,0.557
IPK2BETA,AT3G01570,634408,619238,3702.AT5G61760.1,3702.AT3G01570.1,0,0,0,0,0,0,0,0.557,0.557
OLEO2,IPK2a,632077,629399,3702.AT5G40420.1,3702.AT5G07370.4,0,0,0,0,0,0,0,0.557,0.557
AT4G17650,HPT1,626290,616052,3702.AT4G17650.1,3702.AT2G18950.1,0,0,0,0,0.045,0.191,0,0.473,0.557
AAE17,PPDK,630906,626044,3702.AT5G23050.1,3702.AT4G15530.5,0.131,0,0,0,0.111,0,0,0.473,0.557
FAD6,CJD1,627740,608654,3702.AT4G30950.1,3702.AT1G08640.1,0,0,0,0,0.11,0,0,0.522,0.557
LAS1,ISPD,622650,615069,3702.AT3G45130.1,3702.AT2G02500.1,0,0,0,0,0,0,0,0.557,0.557
SDP1,ACX1,629053,626194,3702.AT5G04040.1,3702.AT4G16760.1,0.096,0,0,0,0,0,0,0.53,0.557
LPAT2,AT3G05510,623977,619672,3702.AT3G57650.1,3702.AT3G05510.1,0,0,0,0,0,0,0,0.557,0.557
CYP707A3,NCED6,632633,621705,3702.AT5G45340.1,3702.AT3G24220.1,0,0,0,0,0,0,0,0.557,0.557
AT5G09290,NPC5,629564,619450,3702.AT5G09290.1,3702.AT3G03540.1,0,0,0,0,0,0,0,0.557,0.557
IPK2BETA,OLEO4,634408,622084,3702.AT5G61760.1,3702.AT3G27660.1,0,0,0,0,0,0,0,0.557,0.557
AT5G45670,BEE1,632669,609690,3702.AT5G45670.1,3702.AT1G18400.1,0,0,0,0,0,0,0,0.557,0.557
AT5G45670,BIM1,632669,629479,3702.AT5G45670.1,3702.AT5G08130.5,0,0,0,0,0,0,0,0.557,0.557
Z-ISO,D27,608895,608059,3702.AT1G10830.1,3702.AT1G03055.1,0,0,0,0,0.076,0,0,0.54,0.557
VPS15,ATG8G,627571,624278,3702.AT4G29380.1,3702.AT3G60640.1,0,0,0,0,0,0,0,0.557,0.557
AT4G17650,G4,626290,623362,3702.AT4G17650.1,3702.AT3G51820.1,0,0,0,0,0.045,0.191,0,0.473,0.557
IPK2a,OLEO4,629399,622084,3702.AT5G07370.4,3702.AT3G27660.1,0,0,0,0,0,0,0,0.557,0.557
AT4G19860,CCT2,626535,625997,3702.AT4G19860.1,3702.AT4G15130.1,0,0,0,0,0,0.092,0,0.532,0.557
CBL2,AT3G22180,633794,621472,3702.AT5G55990.1,3702.AT3G22180.1,0,0,0,0,0.048,0,0,0.554,0.557
GRP20,ARFA1F,629419,608870,3702.AT5G07560.1,3702.AT1G10630.1,0,0,0,0,0,0,0,0.557,0.557
AtIPCS1,DDF1,623598,609087,3702.AT3G54020.1,3702.AT1G12610.1,0,0,0,0,0.276,0,0,0.414,0.557
AT5G07600,KCS19,629425,629105,3702.AT5G07600.1,3702.AT5G04530.1,0,0,0,0,0,0,0,0.557,0.557
IPK2a,AT3G01570,629399,619238,3702.AT5G07370.4,3702.AT3G01570.1,0,0,0,0,0,0,0,0.557,0.557
DGAT2,SFGH,623328,618468,3702.AT3G51520.1,3702.AT2G41530.1,0,0,0,0,0.073,0,0,0.542,0.557
AT4G16155,PLDGAMMA1,626122,625612,3702.AT4G16155.1,3702.AT4G11850.1,0.069,0,0,0,0,0,0,0.544,0.557
IAR4,EBS3,610293,609538,3702.AT1G24180.1,3702.AT1G16900.1,0,0,0,0,0.058,0,0,0.55,0.557
FOP1,LTL1,633507,619534,3702.AT5G53390.1,3702.AT3G04290.1,0,0,0,0,0.1,0,0,0.529,0.557
FAD2,LEC1,620348,610060,3702.AT3G12120.1,3702.AT1G21970.1,0,0,0,0,0,0,0,0.557,0.557
PI-4KBETA2,PKL,629570,616703,3702.AT5G09350.1,3702.AT2G25170.1,0,0,0,0,0.08,0.155,0,0.475,0.556
CLA1,GAPCP-2,626048,609479,3702.AT4G15560.1,3702.AT1G16300.1,0.175,0,0,0,0.053,0.221,0,0.357,0.556
ACX2,AT4G05160,634764,625137,3702.AT5G65110.1,3702.AT4G05160.1,0.06,0,0,0,0.193,0,0,0.462,0.556
TCP14,LOX2,622904,622651,3702.AT3G47620.1,3702.AT3G45140.1,0,0,0,0,0,0,0,0.556,0.556
AT3G51390,AGG2,623315,621556,3702.AT3G51390.1,3702.AT3G22942.1,0,0,0,0,0,0,0,0.556,0.556
AT5G47720,AT3G02590,632892,619348,3702.AT5G47720.4,3702.AT3G02590.1,0,0,0,0,0.056,0.048,0,0.546,0.556
CCD8,BIG,627946,619312,3702.AT4G32810.1,3702.AT3G02260.1,0,0,0,0,0,0,0,0.556,0.556
DXPS3,GAPC1,629787,619515,3702.AT5G11380.1,3702.AT3G04120.1,0.175,0,0,0,0.053,0.221,0,0.357,0.556
RHL2,BRI1,628919,628646,3702.AT5G02820.1,3702.AT4G39400.1,0,0,0,0,0,0,0,0.556,0.556
PPDK,AT1G17340,626044,609586,3702.AT4G15530.5,3702.AT1G17340.1,0,0,0,0,0,0,0,0.556,0.556
ABI5,RD20,617890,617579,3702.AT2G36270.1,3702.AT2G33380.1,0,0,0,0,0,0.301,0,0.391,0.556
CLS,AAPT2,625096,621842,3702.AT4G04870.1,3702.AT3G25585.4,0,0,0,0,0.045,0,0,0.554,0.556
FPS1,CLA1,632897,626048,3702.AT5G47770.1,3702.AT4G15560.1,0.102,0,0,0,0.048,0,0,0.522,0.556
PIPK10,PLC9,624741,622869,3702.AT4G01190.1,3702.AT3G47220.1,0,0,0,0,0,0.066,0,0.545,0.556
PDAT,GPAT3,629983,624829,3702.AT5G13640.1,3702.AT4G01950.1,0,0,0,0,0,0,0,0.556,0.556
DXPS1,GAPCP-2,621399,609479,3702.AT3G21500.2,3702.AT1G16300.1,0.175,0,0,0,0.053,0.221,0,0.357,0.556
SMT1,SGT,629990,619846,3702.AT5G13710.1,3702.AT3G07020.2,0,0,0,0,0,0,0,0.556,0.556
BCCP2,LPD1,630176,620901,3702.AT5G15530.1,3702.AT3G16950.2,0.178,0,0,0,0.199,0,0,0.38,0.556
VEP1,SMO2-2,627008,617142,3702.AT4G24220.1,3702.AT2G29390.1,0,0,0,0,0,0,0,0.556,0.556
PI-4KBETA1,PKL,634649,616703,3702.AT5G64070.1,3702.AT2G25170.1,0,0,0,0,0.08,0.155,0,0.475,0.556
FAD7,ACBP4,620246,619662,3702.AT3G11170.1,3702.AT3G05420.2,0,0,0,0,0.042,0,0,0.555,0.556
DXPS3,GAPCP-2,629787,609479,3702.AT5G11380.1,3702.AT1G16300.1,0.175,0,0,0,0.053,0.221,0,0.357,0.556
PLP9,DGL,624561,608348,3702.AT3G63200.1,3702.AT1G05800.1,0,0,0,0,0,0,0,0.556,0.556
AT4G05090,SMT2,625127,609885,3702.AT4G05090.1,3702.AT1G20330.1,0,0,0,0,0,0.048,0,0.553,0.556
DXPS1,GAPC1,621399,619515,3702.AT3G21500.2,3702.AT3G04120.1,0.175,0,0,0,0.053,0.221,0,0.357,0.556
AOC1,PLA2A,621865,616851,3702.AT3G25760.1,3702.AT2G26560.1,0,0,0,0,0.086,0,0,0.533,0.555
GLB1,AT4G01130,624821,624735,3702.AT4G01900.1,3702.AT4G01130.1,0,0,0,0,0,0,0,0.555,0.555
AT5G43590,PEX19-2,632435,630392,3702.AT5G43590.1,3702.AT5G17550.1,0,0,0,0,0,0,0,0.555,0.555
AT4G22240,AT4G00030,626790,624603,3702.AT4G22240.1,3702.AT4G00030.1,0,0,0,0,0,0,0,0.555,0.555
GPT1,MAPR3,633665,623042,3702.AT5G54800.1,3702.AT3G48890.1,0,0,0,0,0,0.208,0,0.462,0.555
AT3G51670,PIP5K1,623347,610062,3702.AT3G51670.1,3702.AT1G21980.1,0,0,0,0,0,0,0,0.555,0.555
SMT1,PECT1,629990,618151,3702.AT5G13710.1,3702.AT2G38670.1,0.063,0,0,0,0.043,0,0,0.544,0.555
LOX3,AT1G09400,609594,608732,3702.AT1G17420.1,3702.AT1G09400.1,0,0,0,0,0,0,0,0.555,0.555
KASI,HMGS,632736,625608,3702.AT5G46290.3,3702.AT4G11820.2,0.19,0,0,0,0.06,0,0,0.462,0.555
PGI1,AT3G54250,627050,623622,3702.AT4G24620.1,3702.AT3G54250.1,0,0,0,0,0.058,0,0,0.547,0.555
ABI1,RD20,627210,617579,3702.AT4G26080.1,3702.AT2G33380.1,0,0,0,0,0.2,0,0,0.467,0.555
AT5G07310,BES1,629393,609787,3702.AT5G07310.1,3702.AT1G19350.3,0,0,0,0,0,0,0,0.555,0.555
SIM,ATML1,629099,626731,3702.AT5G04470.1,3702.AT4G21750.2,0,0,0,0,0,0,0,0.555,0.555
PEN1,IPP2,626020,619368,3702.AT4G15340.1,3702.AT3G02780.1,0,0,0,0,0.366,0,0,0.328,0.555
AT3G29010,HCS1,622234,616766,3702.AT3G29010.1,3702.AT2G25710.1,0.055,0,0,0,0.058,0,0,0.541,0.555
BIM1,BRI1,629479,628646,3702.AT5G08130.5,3702.AT4G39400.1,0,0,0,0,0,0,0,0.555,0.555
LFY,GA3,634417,631204,3702.AT5G61850.1,3702.AT5G25900.1,0,0,0,0,0,0,0,0.555,0.555
ACBP5,FAD7,631365,620246,3702.AT5G27630.1,3702.AT3G11170.1,0,0,0,0,0.042,0,0,0.554,0.555
ROD1,FAD3,620778,617205,3702.AT3G15820.1,3702.AT2G29980.1,0,0,0,0,0,0,0,0.555,0.555
At5g22500,AT3G23510,630844,621623,3702.AT5G22500.1,3702.AT3G23510.1,0,0,0,0,0,0,0,0.554,0.554
THAS1,IPP2,632922,619368,3702.AT5G48010.2,3702.AT3G02780.1,0,0,0,0,0.364,0,0,0.328,0.554
XYP1,AT1G24360,634650,610314,3702.AT5G64080.1,3702.AT1G24360.1,0,0,0,0,0,0,0,0.554,0.554
ADS2,SBH2,617360,609264,3702.AT2G31360.1,3702.AT1G14290.1,0,0,0,0,0.045,0.048,0,0.549,0.554
MK,CDS4,631348,618849,3702.AT5G27450.2,3702.AT2G45150.1,0,0,0,0,0.092,0,0,0.529,0.554
ACBP1,MOD1,633516,615365,3702.AT5G53470.1,3702.AT2G05990.2,0,0,0,0,0,0.049,0,0.551,0.554
DGAT2,HMG2,623328,615884,3702.AT3G51520.1,3702.AT2G17370.1,0,0,0,0,0,0,0,0.554,0.554
CBL2,AT3G48760,633794,623029,3702.AT5G55990.1,3702.AT3G48760.1,0,0,0,0,0.048,0,0,0.551,0.554
BRI1,EBS3,628646,609538,3702.AT4G39400.1,3702.AT1G16900.1,0,0,0,0,0,0,0,0.554,0.554
AT5G07630,ALA1,629428,629144,3702.AT5G07630.1,3702.AT5G04930.1,0,0,0,0,0,0,0,0.554,0.554
MK,CDS2,631348,626802,3702.AT5G27450.2,3702.AT4G22340.3,0,0,0,0,0.092,0,0,0.529,0.554
AT4G28570,AT1G12010,627483,609023,3702.AT4G28570.1,3702.AT1G12010.1,0,0,0,0,0,0,0,0.554,0.554
MAB1,CAC3,633238,618083,3702.AT5G50850.1,3702.AT2G38040.1,0,0,0,0,0.044,0,0,0.552,0.554
PLA2-GAMMA,DGL,627579,608348,3702.AT4G29460.1,3702.AT1G05800.1,0,0,0,0,0,0,0,0.554,0.554
HDG1,KCS10,624335,616818,3702.AT3G61150.1,3702.AT2G26250.1,0,0,0,0,0.094,0,0,0.528,0.554
AT1G10900,CVP2,608902,608311,3702.AT1G10900.1,3702.AT1G05470.1,0,0,0,0,0.045,0.043,0,0.552,0.554
MK,AT4G26770,631348,627285,3702.AT5G27450.2,3702.AT4G26770.1,0,0,0,0,0.092,0,0,0.529,0.554
AT5G14920,KAO2,630112,617475,3702.AT5G14920.1,3702.AT2G32440.2,0,0,0,0,0,0,0,0.554,0.554
CHY1,KAT5,634857,633021,3702.AT5G65940.1,3702.AT5G48880.2,0.132,0,0,0,0.159,0.346,0,0.176,0.554
MK,CDS5,631348,624276,3702.AT5G27450.2,3702.AT3G60620.1,0,0,0,0,0.092,0,0,0.529,0.554
IPP1,PEN1,630273,626020,3702.AT5G16440.1,3702.AT4G15340.1,0,0,0,0,0.352,0,0,0.34,0.554
MRN1,IPP1,632317,630273,3702.AT5G42600.1,3702.AT5G16440.1,0,0,0,0,0.352,0,0,0.341,0.554
GA20OX2,DWF1,633337,621215,3702.AT5G51810.1,3702.AT3G19820.2,0,0,0,0,0,0,0,0.554,0.554
CESA6,HERK1,634723,622771,3702.AT5G64740.1,3702.AT3G46290.1,0,0,0,0,0.097,0.042,0,0.526,0.554
AT4G13050,LPLAT1,625737,609090,3702.AT4G13050.1,3702.AT1G12640.1,0,0,0,0,0,0,0,0.554,0.554
AT5G16240,SLD1,630251,624384,3702.AT5G16240.1,3702.AT3G61580.1,0,0,0,0,0.048,0,0,0.551,0.554
VPS15,G4,627571,623362,3702.AT4G29380.1,3702.AT3G51820.1,0,0,0,0,0,0,0,0.553,0.553
SLY1,PIF3,627007,608747,3702.AT4G24210.1,3702.AT1G09530.2,0,0,0,0,0,0,0,0.553,0.553
AT5G56100,LTP,633806,615682,3702.AT5G56100.1,3702.AT2G15050.1,0,0,0,0,0,0,0,0.553,0.553
FAR6,MENG,623879,610210,3702.AT3G56700.1,3702.AT1G23360.1,0,0,0,0,0,0,0,0.553,0.553
AGL15,PKL,629998,616703,3702.AT5G13790.1,3702.AT2G25170.1,0,0,0,0,0.046,0.092,0,0.526,0.553
AT3G54250,GPDHC1,623622,618469,3702.AT3G54250.1,3702.AT2G41540.2,0,0,0,0,0.088,0,0,0.53,0.553
LPP4,PAH1,621038,620066,3702.AT3G18220.1,3702.AT3G09560.1,0,0,0,0,0,0.157,0,0.491,0.553
PEX4,AT2G22890,631190,616468,3702.AT5G25760.2,3702.AT2G22890.1,0,0,0,0,0,0.553,0,0,0.553
MGD1,CDS5,627830,624276,3702.AT4G31780.2,3702.AT3G60620.1,0,0,0,0,0.055,0,0,0.546,0.553
VEP1,SMO1-3,627008,626848,3702.AT4G24220.1,3702.AT4G22753.2,0,0,0,0,0,0,0,0.553,0.553
GA3,NCED3,631204,620626,3702.AT5G25900.1,3702.AT3G14440.1,0,0,0,0,0,0,0,0.553,0.553
IPP1,BARS1,630273,626023,3702.AT5G16440.1,3702.AT4G15370.1,0,0,0,0,0.352,0,0,0.339,0.553
BARS1,IPP2,626023,619368,3702.AT4G15370.1,3702.AT3G02780.1,0,0,0,0,0.362,0,0,0.328,0.553
AT5G56480,LP1,633848,618136,3702.AT5G56480.1,3702.AT2G38540.1,0,0,0,0,0,0,0,0.553,0.553
AT5G56100,AT1G23250,633806,610199,3702.AT5G56100.1,3702.AT1G23250.1,0,0,0,0,0,0,0,0.553,0.553
ATCES1,KCS4,626801,609798,3702.AT4G22330.1,3702.AT1G19440.1,0,0,0,0,0,0,0,0.553,0.553
FAR2,MENG,620333,610210,3702.AT3G11980.1,3702.AT1G23360.1,0,0,0,0,0,0,0,0.553,0.553
AT4G09760,PSS1,625387,609356,3702.AT4G09760.1,3702.AT1G15110.2,0,0,0,0,0,0,0,0.553,0.553
GPA1,RGA1,616824,614974,3702.AT2G26300.1,3702.AT2G01570.1,0,0,0,0,0,0,0,0.553,0.553
GA1,GAI,624925,609337,3702.AT4G02780.1,3702.AT1G14920.1,0,0,0,0,0,0,0,0.553,0.553
AT5G56480,LTPG2,633848,622506,3702.AT5G56480.1,3702.AT3G43720.1,0,0,0,0,0,0,0,0.553,0.553
PEX4,FADA,631190,627312,3702.AT5G25760.2,3702.AT4G27030.1,0,0,0,0,0,0.553,0,0,0.553
LCB1,AT3G59950,628340,624209,3702.AT4G36480.1,3702.AT3G59950.1,0,0,0,0,0.058,0.545,0,0,0.553
At4g25700,CCD1,627167,624593,3702.AT4G25700.1,3702.AT3G63520.1,0,0,0,0,0,0,0,0.553,0.553
LCB1,AT2G44140,628340,618743,3702.AT4G36480.1,3702.AT2G44140.1,0,0,0,0,0.058,0.545,0,0,0.553
AT5G42740,DGK1,632332,629457,3702.AT5G42740.1,3702.AT5G07920.1,0,0,0,0,0,0,0,0.553,0.553
FaTA,LEC1,621797,610060,3702.AT3G25110.1,3702.AT1G21970.1,0,0,0,0,0,0,0,0.552,0.552
PLDBETA1,TAG1,618520,616101,3702.AT2G42010.1,3702.AT2G19450.1,0,0,0,0,0.091,0.049,0,0.523,0.552
KCS18,SSI2,628134,618695,3702.AT4G34520.1,3702.AT2G43710.1,0,0,0,0,0,0,0,0.552,0.552
ABI2,RD20,633908,617579,3702.AT5G57050.1,3702.AT2G33380.1,0,0,0,0,0.271,0,0,0.411,0.552
AT5G09300,AT4G01280,629565,624751,3702.AT5G09300.1,3702.AT4G01280.2,0,0,0,0,0,0,0,0.552,0.552
NPC4,AT2G40116,619449,618307,3702.AT3G03530.1,3702.AT2G40116.1,0,0,0,0,0,0,0,0.552,0.552
CHY2,CCD1,633418,624593,3702.AT5G52570.1,3702.AT3G63520.1,0,0,0,0,0,0,0,0.552,0.552
AT3G09930,BSU1,620106,608101,3702.AT3G09930.1,3702.AT1G03445.1,0,0,0,0,0,0,0,0.552,0.552
ROD1,FATB,620778,608641,3702.AT3G15820.1,3702.AT1G08510.1,0,0,0,0,0,0,0,0.552,0.552
TIR1,BIG,624536,619312,3702.AT3G62980.1,3702.AT3G02260.1,0,0,0,0,0.044,0,0,0.551,0.552
