A0A068FL09	AT2G46480.1
Q1PFT7	AT1G22100.1
Q2NNE0	AT4G23060.1
Q2PE59	AT4G14815.1
Q2PE60	AT1G36150.1
Q2PE70	AT4G08670.1
Q2V2V3	AT5G65158.1
Q2V3C1	AT4G33355.1
Q2V3C1	AT4G33355.2
Q304B9	AT2G38010.1
Q304B9	AT2G38010.2
Q304B9	AT2G38010.2
Q304B9	AT2G38010.3
Q38799	AT5G50850.1
Q38802	AT4G02780.1
Q38833	AT3G51820.1
Q38845	AT1G25490.1
Q38847	AT5G13790.1
Q38847	AT5G13790.2
Q38851	AT4G09460.1
Q38854	AT4G15560.1
Q38857	AT5G57560.1
Q38860	AT4G34520.1
Q38862	AT2G22240.1
Q38862	AT2G22240.2
Q38862	AT2G22240.3
Q38872	AT2G17290.1
Q38872	AT2G17290.2
Q38882	AT3G15730.1
Q38893	AT3G04870.1
Q38893	AT3G04870.2
Q38893	AT3G04870.3
Q38893	AT3G04870.4
Q38894	AT1G28670.1
Q38906	AT5G05000.1
Q38906	AT5G05000.2
Q38906	AT5G05000.3
Q38920	AT5G40280.1
Q38920	AT5G40280.2
Q38929	AT5G16440.1
Q38931	AT3G25230.1
Q38931	AT3G25230.2
Q38932	AT5G57030.1
Q38933	AT3G10230.1
Q38933	AT3G10230.2
Q38944	AT2G38050.1
Q38945	AT5G54390.1
Q38970	AT1G36160.1
Q38970	AT1G36160.2
Q38997	AT3G01090.1
Q38997	AT3G01090.2
Q38997	AT3G01090.3
Q39010	AT2G30980.1
Q39012	AT1G06390.1
Q39012	AT1G06390.2
Q39017	AT5G07920.1
Q39017	AT5G07920.2
Q39017	AT5G07920.3
Q39032	AT5G58670.1
Q39033	AT3G08510.1
Q39033	AT3G08510.2
Q39033	AT3G08510.3
Q39033	AT3G08510.4
Q39041	AT1G12240.1
Q39048	AT4G24510.1
Q39080	AT1G32210.1
Q39080	AT1G32210.2
Q39085	AT3G19820.1
Q39085	AT3G19820.2
Q39085	AT3G19820.3
Q39089	AT2G48120.1
Q39089	AT2G48120.2
Q39089	AT2G48120.2
Q39100	AT5G46900.1
Q39100	AT5G46900.1
Q39103	AT1G15550.1
Q39108	AT4G38460.1
Q39110	AT4G25420.1
Q39110	AT4G25420.2
Q39111	AT5G51810.1
Q39111	AT5G51810.2
Q39112	AT5G07200.1
Q39123	AT4G32880.1
Q39133	AT1G14940.1
Q39133	AT1G14940.2
Q39133	AT1G14940.1
Q39142	AT2G34430.1
Q39152	AT5G22500.1
Q39152	AT5G22500.2
Q39165	AT5G40420
Q39165	AT5G40420.1
Q39176	AT4G12480.1
Q39193	AT5G66880.1
Q39193	AT5G66880.2
Q39204	AT1G32640.1
Q39227	AT1G20330.1
Q39249	AT1G08550.1
Q39249	AT1G08550.2
Q39249	AT1G08550.3
Q39264	AT1G10480.1
Q39265	AT1G67030.1
Q3E7C3	AT1G64235.1
Q3E7I6	AT1G28650.1
Q3E936	AT5G26230.1
Q3EAQ9	AT3G43550.1
Q3EBC2	AT3G04970.1
Q3EBC2	AT3G04970.2
Q3EBC2	AT3G04970.3
Q3EBF7	AT2G46210.1
Q3EBG4	AT2G44175.1
Q3EBR6	AT2G30550.1
Q3EBR6	AT2G30550.2
Q3EC04	AT2G14846.1
Q3EC11	AT2G14255.1
Q3EC11	AT2G14255.1
Q3ECM4	AT1G58725.1
Q3ECM4	AT1G58725.1
Q3ECP6	AT1G54790.1
Q3ECP6	AT1G54790.2
Q3ECP6	AT1G54790.3
Q3ECP6	AT1G54790.3
Q3ECR8	AT1G52415.1
Q3ECR8	AT1G52415.1
Q3ECX8	AT1G43665.1
Q3ED15	AT1G34490.1
Q3ED65	AT1G23360.1
Q3ED65	AT1G23360.2
Q3ED65	AT1G23360.3
Q3ED96	AT1G19180.1
Q3ED96	AT1G19180.2
Q3ED96	AT1G19180.3
Q3EDL2	AT1G02065.1
Q3EDL2	AT1G02065.2
Q41931	AT1G62380.1
Q42093	AT2G34660.1
Q42093	AT2G34660.2
Q42093	AT2G34660.3
Q42342	AT5G53560.1
Q42431	AT3G27660.1
Q42431	AT3G27660.2
Q42523	AT1G03090.1
Q42523	AT1G03090.2
Q42529	AT3G54640.1
Q42533	AT5G16390.1
Q42533	AT5G16390.2
Q42533	AT5G16390.2
Q42546	AT5G63980.1
Q42546	AT5G63980
Q42546	AT5G63980.1
Q42553	AT3G02780.1
Q42553	AT3G02780.2
Q42561	AT3G25110.1
Q42574	AT5G07550.1
Q42574	AT5G07550.2
Q42574	AT5G07550.3
Q42574	AT5G07550.1
Q42589	AT2G38540.1
Q43307	AT1G32200.1
Q43307	AT1G32200.2
Q43315	AT4G17190.1
Q43315	AT4G17190.2
Q43315	AT4G17190.3
Q43348	AT1G62660.1
Q43348	AT1G62660.2
Q43348	AT1G62660.3
Q43348	AT1G62660.4
Q43727	AT5G35790.1
Q494N8	AT2G25890.1
Q494N8	AT2G25890.1
Q494N8	AT2G25890.2
Q4F883	AT5G14930.1
Q4F883	AT5G14930.2
Q4F883	AT5G14930.3
Q4F883	AT5G14930.1
Q4JL84	AT5G59780.1
Q4JL84	AT5G59780.2
Q4JL84	AT5G59780.3
Q4KSH9	AT5G44630.1
Q4PT02	AT1G44090.1
Q4PT07	AT1G34500.1
Q4V3C8	AT3G10540.1
Q4V3C9	AT2G15090.1
Q4V3D6	AT5G25260.1
Q4VCM1	AT1G04010.1
Q500W7	AT5G22130.1
Q500W7	AT5G22130.2
Q500W7	AT5G22130.3
Q500Z2	AT5G04270.1
Q501E6	AT5G25250.1
Q501H5	AT1G55690.1
Q501H5	AT1G55690.3
Q501H5	AT1G55690.2
Q501H5	AT1G55690.4
Q501H5	AT1G55690.5
Q52K88	AT3G26690.1
Q52K88	AT3G26690.2
Q52T38	AT5G20350.1
Q56W08	AT4G38530.1
Q56WD9	AT2G33150.1
Q56WK6	AT1G72150.1
Q56X52	AT4G22260.1
Q56Y01	AT2G29525.1
Q56Y01	AT2G29525.2
Q56Y01	AT2G29525.3
Q56Y01	AT2G29525.2
Q56Y01	AT2G29525.4
Q56Y01	AT2G29525.5
Q56Y11	AT5G58770.1
Q56Y90	AT1G43666.1
Q56YP2	AT1G21980.1
Q56Z59	AT1G72160.1
Q56ZI2	AT1G22530.1
Q56ZI2	AT1G22530.2
Q570B4	AT2G26250.1
Q570C0	AT3G62980.1
Q570C8	AT5G48880.1
Q570C8	AT5G48880.3
Q570C8	AT5G48880.2
Q570C8	AT5G48880.4
Q570Q8	AT5G58784.1
Q570Q8	AT5G58784.1
Q58FV5	AT3G58280.1
Q58FX0	AT2G45760.1
Q5E924	AT1G16300.1
Q5EAF2	AT1G47510.1
Q5EAF2	AT1G47510.2
Q5EAF2	AT1G47510.3
Q5EAF2	AT1G47510.4
Q5HZ00	AT2G34630.1
Q5HZ00	AT2G34630.2
Q5HZ36	AT5G56860.1
Q5KS41	AT5G53390.1
Q5KS41	AT5G53390.1
Q5M729	AT1G54220.1
Q5M729	AT1G54220.2
Q5M755	AT5G09820.1
Q5M755	AT5G09820.2
Q5M755	AT5G09820.3
Q5M757	AT4G00840.1
Q5M757	AT4G00840.2
Q5MK23	AT4G01510.1
Q5MK23	AT4G01510.2
Q5MK23	AT4G01510.3
Q5MK23	AT4G01510.4
Q5MK23	AT4G01510.5
Q5MK23	AT4G01510.6
Q5MK23	AT4G01510.7
Q5MK23	AT4G01510.8
Q5MK23	AT4G01510.9
Q5PNZ0	AT5G18430.1
Q5PNZ1	AT5G05070.1
Q5Q0I8	AT1G05440.1
Q5Q0I8	AT1G05440.1
Q5W7F2	AT5G13300.1
Q5XEP9	AT1G04220.1
Q5XF03	AT4G00400.1
Q5XF78	AT5G56300.1
Q66GP9	AT3G47450.1
Q66GP9	AT3G47450.2
Q66GP9	AT3G47450.1
Q66GQ6	AT5G65090.1
Q66GQ6	AT5G65090.2
Q66GQ6	AT5G65090.3
Q67XL4	AT3G25440.1
Q67XL4	AT3G25440.2
Q67XL4	AT3G25440.3
Q67XL4	AT3G25440.4
Q67XL4	AT3G25440.5
Q67XP8	AT3G14590.1
Q67XP8	AT3G14590.2
Q67XP8	AT3G14590.3
Q67XP8	AT3G14590.4
Q67XP8	AT3G14590.5
Q67YI9	AT2G43160.1
Q67YI9	AT2G43160.4
Q67YI9	AT2G43160.2
Q67YI9	AT2G43160.3
Q67YI9	AT2G43160.5
Q67ZE1	AT2G26260.1
Q67ZE1	AT2G26260.2
Q67ZI9	AT2G42990.1
Q67ZM7	AT5G58560.1
Q67ZU1	AT5G14180.1
Q67ZU1	AT5G14180.2
Q67ZU1	AT5G14180.3
Q67ZU1	AT5G14180.4
Q67ZU1	AT5G14180.5
Q680A6	AT5G43300.1
Q680A6	AT5G43300.2
Q680C0	AT4G10955.1
Q680C0	AT4G10955.2
Q681X4	AT2G28200.1
Q6AWW0	AT2G15325.1
Q6BDA0	AT5G04240.1
Q6DBN2	AT3G26080.1
Q6DBN2	AT3G26080.2
Q6DBQ1	AT4G35390.1
Q6DR02	AT3G25950.1
Q6DR02	AT3G25950.1
Q6DR03	AT2G33640.1
Q6GKX7	AT2G30810.1
Q6ID97	AT1G10630.1
Q6ID97	AT1G10630.1
Q6ID97	AT1G10630.2
Q6NKZ8	AT5G24900.1
Q6NKZ8	AT5G24900.2
Q6NLA5	AT5G03080.1
Q6NLC1	AT1G54350.1
Q6NLG8	AT4G33550.1
Q6NLG8	AT4G33550.2
Q6NLP7	AT3G62280.1
Q6NLP7	AT3G62280.2
Q6NMA7	AT3G47220.1
Q6NMM2	AT4G28280.1
Q6NMM2	AT4G28280.2
Q6NMM2	AT4G28280.1
Q6NMM2	AT4G28280.3
Q6NMN6	AT5G65687.1
Q6NMQ7	AT1G74670.1
Q6NMR9	AT5G45920.1
Q6NMR9	AT5G45920.2
Q6NMR9	AT5G45920.3
Q6NMR9	AT5G45920.4
Q6NPM8	AT4G39120.1
Q6NPM8	AT4G39120.1
Q6NPM8	AT4G39120.2
Q6NQI8	AT1G13580.1
Q6NQI8	AT1G13580.2
Q6NQI8	AT1G13580.3
Q6NQL6	AT5G66450.1
Q6NQL6	AT5G66450.2
Q6NQL6	AT5G66450.2
Q6NQL6	AT5G66450.3
Q6NQL6	AT5G66450.4
Q6NQL6	AT5G66450.5
Q6R0G4	AT5G02840.1
Q6R0G4	AT5G02840.3
Q6R0G4	AT5G02840.2
Q6R0G4	AT5G02840.3
Q6R0G4	AT5G02840.4
Q6R0G4	AT5G02840.5
Q6R0H1	AT1G01060.3
Q6R0H1	AT1G01060.2
Q6R0H1	AT1G01060.1
Q6R0H1	AT1G01060.4
Q6R0H1	AT1G01060.5
Q6R0H1	AT1G01060.4
Q6R0H1	AT1G01060.6
Q6R0H1	AT1G01060.7
Q6R0H1	AT1G01060.8
Q6R8G0	AT1G69480.1
Q6R8G0	AT1G69480.2
Q6S5G3	AT5G20300.1
Q6S5G3	AT5G20300.3
Q6S5G3	AT5G20300.2
Q6S5G3	AT5G20300.4
Q6S5G3	AT5G20300.5
Q6TBX7	AT3G53130.1
Q6USK2	AT5G51290.1
Q6USK2	AT5G51290.2
Q6X5Y6	AT3G54320.1
Q6X5Y6	AT3G54320.3
Q6X5Y6	AT3G54320.2
Q6X5Y6	AT3G54320.4
Q6X5Y6	AT3G54320.5
Q700D2	AT5G03150.1
Q71DJ5	AT2G15230.1
Q71N54	AT4G19860.1
Q76FS5	AT1G17050.1
Q7DMA9	AT3G54010.1
Q7DMA9	AT3G54010.2
Q7DNC3	AT2G17270.1
Q7EB72	AT2G48130.1
Q7EB72	AT2G48130.1
Q7EB72	AT2G48130.2
Q7EB72	AT2G48130.3
Q7EB72	AT2G48130.4
Q7EB72	AT2G48130.5
Q7EB72	AT2G48130.6
Q7G192	AT3G43600.1
Q7G193	AT5G20960.1
Q7G193	AT5G20960.2
Q7GB25	AT1G04120.1
Q7GB25	AT1G04120.2
Q7GB25	AT1G04120.3
Q7X8U5	AT2G20950.1
Q7X8U5	AT2G20950.2
Q7X8U5	AT2G20950.3
Q7X8U5	AT2G20950.4
Q7X8U5	AT2G20950.10
Q7X8U5	AT2G20950.11
Q7X8U5	AT2G20950.12
Q7X8U5	AT2G20950.13
Q7X8U5	AT2G20950.14
Q7X8U5	AT2G20950.5
Q7X8U5	AT2G20950.6
Q7X8U5	AT2G20950.7
Q7X8U5	AT2G20950.8
Q7X8U5	AT2G20950.9
Q7X911	AT5G66020.1
Q7XA06	AT5G04220.1
Q7XA06	AT5G04220.2
Q7XA06	AT5G04220.1
Q7XA06	AT5G04220.3
Q7XA74	AT1G54030.1
Q7XA74	AT1G54030.2
Q7XA78	AT1G03055.1
Q7XA78	AT1G03055.2
Q7XA86	AT3G51390.1
Q7XA86	AT3G51390.2
Q7XJJ7	AT5G64440.1
Q7XJM2	AT2G44990.1
Q7XJM2	AT2G44990.2
Q7XJM2	AT2G44990.3
Q7XJM2	AT2G44990.1
Q7XJR9	AT2G17890.1
Q7XJU1	AT2G31730.1
Q7XJU1	AT2G31730.2
Q7XZF5	AT3G27670.1
Q7XZF5	AT3G27670
Q7XZF5	AT3G27670.1
Q7XZU0	AT3G59770.1
Q7XZU0	AT3G59770.2
Q7XZU0	AT3G59770.3
Q7XZU0	AT3G59770.4
Q7XZU1	AT5G20840.1
Q7XZU2	AT3G43220.1
Q7XZU2	AT3G43220.2
Q7XZU2	AT3G43220.3
Q7XZU3	AT1G22620.1
Q7Y1Z8	AT4G04320.1
Q7Y1Z8	AT4G04320.2
Q84J95	AT3G02885.1
Q84J95	AT3G02885.2
Q84JD1	AT5G07260.1
Q84JD1	AT5G07260.2
Q84JG5	AT1G17560.1
Q84JG5	AT1G17560.2
Q84JI7	AT4G17480.1
Q84JI7	AT4G17480.2
Q84JI7	AT4G17480.3
Q84JI7	AT4G17480.4
Q84JL2	AT5G09300.1
Q84JL2	AT5G09300.2
Q84JL2	AT5G09300.3
Q84JL2	AT5G09300.4
Q84LH3	AT4G13870.1
Q84LH3	AT4G13870.2
Q84MA2	AT1G34120.1
Q84MA2	AT1G34120.2
Q84MA2	AT1G34120.3
Q84MA2	AT1G34120.4
Q84MA2	AT1G34120.5
Q84P17	AT1G55320.1
Q84P17	AT1G55320.2
Q84P21	AT1G20510.1
Q84P21	AT1G20510.2
Q84P21	AT1G20510.3
Q84RK2	AT2G26310.1
Q84RK2	AT2G26310.2
Q84RK2	AT2G26310.3
Q84RK2	AT2G26310.1
Q84RK2	AT2G26310.2
Q84RK2	AT2G26310.3
Q84RK2	AT2G26310.4
Q84RK2	AT2G26310.5
Q84RK2	AT2G26310
Q84TF0	AT2G37790.1
Q84TJ7	AT4G11610.1
Q84TJ7	AT4G11610.1
Q84TJ7	AT4G11610.2
Q84TJ7	AT4G11610.3
Q84UU4	AT5G23960.1
Q84UU4	AT5G23960.2
Q84UU9	AT1G70080.1
Q84UV0	AT1G61680.1
Q84UV0	AT1G61680.2
Q84V22	AT4G16700.1
Q84V22	AT4G16700.2
Q84VW2	AT4G01650.1
Q84VW2	AT4G01650.2
Q84VW2	AT4G01650.3
Q84VY3	AT1G43800.1
Q84VY5	AT5G09290.1
Q84W55	AT1G65580.1
Q84W55	AT1G65580.2
Q84WI0	AT3G58070.1
Q84WL9	AT1G47830.1
Q8GT78	AT5G62080.1
Q8GT78	AT5G62080.1
Q8GUI9	AT5G49900.1
Q8GUI9	AT5G49900.2
Q8GUI9	AT5G49900.3
Q8GUK6	AT4G38570.1
Q8GUK6	AT4G38570.2
Q8GUK6	AT4G38570.3
Q8GUK6	AT4G38570.4
Q8GUL1	AT1G03380.1
Q8GUL1	AT1G03380.1
Q8GV43	AT2G40116.1
Q8GV50	AT4G29470.1
Q8GV50	AT4G29470.2
Q8GW19	AT2G36305.1
Q8GW19	AT2G36305.2
Q8GW32	AT1G26945.1
Q8GWK5	AT1G22690.1
Q8GWK5	AT1G22690.2
Q8GWK5	AT1G22690.3
Q8GWL2	AT2G30270.1
Q8GX47	AT4G02650.1
Q8GXC6	AT1G75370.1
Q8GXC6	AT1G75370.2
Q8GXD9	AT3G19570.1
Q8GXD9	AT3G19570.2
Q8GXD9	AT3G19570.1
Q8GXD9	AT3G19570.3
Q8GXD9	AT3G19570.4
Q8GXG3	AT5G55410.1
Q8GXG3	AT5G55410.2
Q8GXG3	AT5G55410.1
Q8GXL3	AT1G02065.1
Q8GXL3	AT1G02065.2
Q8GXR9	AT5G08740.1
Q8GXR9	AT5G08740.1
Q8GXU8	AT4G30580.1
Q8GXW1	AT3G03450.1
Q8GY03	AT5G58782.1
Q8GY03	AT5G58782.2
Q8GY63	AT5G63990.1
Q8GY63	AT5G63990.2
Q8GYA3	AT1G09400.1
Q8GYA3	AT1G09400.2
Q8GYB8	AT1G76690.1
Q8GYD7	AT2G40810.1
Q8GYD7	AT2G40810.2
Q8GYD7	AT2G40810.3
Q8GYI6	AT1G08750.1
Q8GYI6	AT1G08750.2
Q8GYI6	AT1G08750.3
Q8GYI6	AT1G08750.1
Q8GYI6	AT1G08750.2
Q8GYI6	AT1G08750.3
Q8GYN5	AT3G25070.1
Q8GYN5	AT3G25070.2
Q8GYN9	AT1G60550.1
Q8GYS8	AT3G22570.1
Q8GYS8	AT3G22570.2
Q8GYS8	AT3G22570.1
Q8GZ13	AT1G18400.1
Q8GZ13	AT1G18400.2
Q8GZ28	AT3G23510.1
Q8GZ64	AT1G15240.1
Q8GZ64	AT1G15240.2
Q8GZ64	AT1G15240.3
Q8GZ64	AT1G15240.4
Q8GZ64	AT1G15240.5
Q8GZB4	AT2G19690.1
Q8GZB4	AT2G19690.2
Q8GZB4	AT2G19690.3
Q8GZM7	AT2G20180.1
Q8GZM7	AT2G20180.2
Q8GZM7	AT2G20180.3
Q8GZM7	AT2G20180.4
Q8GZM7	AT2G20180.5
Q8GZM7	AT2G20180.6
Q8GZM7	AT2G20180.7
Q8GZM7	AT2G20180.8
Q8GZQ3	AT3G03710.1
Q8H0V2	AT1G11755.1
Q8H0V2	AT1G11755.1
Q8H0V2	AT1G11760.1
Q8H0W3	AT5G52660.1
Q8H0W3	AT5G52660.2
Q8H0W3	AT5G52660.1
Q8H0W9	AT5G10410.1
Q8H0Z6	AT1G71710.1
Q8H0Z6	AT1G71710.2
Q8H0Z6	AT1G71710.2
Q8H103	AT4G24620.1
Q8H103	AT4G24620.2
Q8H103	AT4G24620.2
Q8H107	AT4G26910.1
Q8H107	AT4G26910.3
Q8H107	AT4G26910.2
Q8H133	AT4G29800.1
Q8H133	AT4G29800.2
Q8H133	AT4G29800.2
Q8H151	AT3G16170.1
Q8H151	AT3G16170.1
Q8H157	AT1G69850.1
Q8H1Q5	AT1G54710.1
Q8H1Q5	AT1G54710.2
Q8H1Q8	AT4G30510.1
Q8H1Q8	AT4G30510.2
Q8H1Y0	AT1G24180.1
Q8H1Z0	AT5G57800.1
Q8H965	AT3G48610.1
Q8L3X9	AT2G04540.1
Q8L4R0	AT1G19800.1
Q8L4R0	AT1G19800.2
Q8L4R0	AT1G19800.3
Q8L4R0	AT1G19800.4
Q8L4R0	AT1G19800.5
Q8L4R0	AT1G19800.6
Q8L4Y2	AT1G75020.1
Q8L4Y2	AT1G75020.2
Q8L518	AT1G74320.1
Q8L540	AT4G35760.1
Q8L540	AT4G35760.2
Q8L5A7	AT5G07010.1
Q8L5Y5	AT4G15080.1
Q8L5Y5	AT4G15080.2
Q8L5Z1	AT1G33811.1
Q8L649	AT3G63530.1
Q8L649	AT3G63530.2
Q8L706	AT1G05500.1
Q8L706	AT1G05500.2
Q8L743	AT1G24280.1
Q8L751	AT4G08180.1
Q8L751	AT4G08180.2
Q8L751	AT4G08180.3
Q8L751	AT4G08180.4
Q8L796	AT1G77740.1
Q8L796	AT1G77740.2
Q8L7G4	AT4G20230.1
Q8L7G4	AT4G20230
Q8L7G4	AT4G20230.1
Q8L7G4	AT4G20230.2
Q8L7H4	AT4G17710.1
Q8L7L1	AT4G21540.3
Q8L7L1	AT4G21540.1
Q8L7L1	AT4G21540.2
Q8L7L1	AT4G21540.3
Q8L7L8	AT5G59430.1
Q8L7L8	AT5G59430.2
Q8L7L8	AT5G59430.3
Q8L7L8	AT5G59430.4
Q8L7L8	AT5G59430.5
Q8L7R3	AT1G80950.1
Q8L7R3	AT1G80950.2
Q8L7W5	AT4G12110.1
Q8L7Y9	AT1G07230.1
Q8L850	AT3G09920.1
Q8L850	AT3G09920.2
Q8L850	AT3G09920.3
Q8L850	AT3G09920.4
Q8L8W0	AT1G79450.1
Q8L8W0	AT1G79450.2
Q8L936	AT4G40080.1
Q8L940	AT5G01410.1
Q8L940	AT5G01410.2
Q8L9C4	AT1G67730.1
Q8L9X1	AT5G20060.1
Q8L9X1	AT5G20060.3
Q8L9X1	AT5G20060.2
Q8L9X1	AT5G20060.1
Q8L9X1	AT5G20060.2
Q8L9X1	AT5G20060.3
Q8L9X1	AT5G20060.4
Q8LAD0	AT5G60540.1
Q8LAH7	AT1G76680.1
Q8LAH7	AT1G76680.2
Q8LAP6	AT1G51110.1
Q8LAR7	AT5G60510.1
Q8LAS7	AT5G55990.1
Q8LAS7	AT5G55990.2
Q8LAS8	AT2G41530.1
Q8LB81	AT5G33370.1
Q8LB81	AT5G33370.2
Q8LBA6	AT1G68000.1
Q8LBB2	AT3G48530.1
Q8LBH2	AT2G01600.1
Q8LCS8	AT5G15460.1
Q8LCS8	AT5G15460.2
Q8LCS8	AT5G15460.3
Q8LCS8	AT5G15460.4
Q8LCU7	AT3G45770.1
Q8LCU7	AT3G45770.2
Q8LD23	AT1G20120.1
Q8LD23	AT1G20120.1
Q8LD67	AT5G09370.1
Q8LD67	AT5G09370.2
Q8LD67	AT5G09370.1
Q8LD67	AT5G09370.2
Q8LD67	AT5G09370.3
Q8LEA0	AT3G20480.1
Q8LEA0	AT3G20480.2
Q8LEA0	AT3G20480.3
Q8LEA0	AT3G20480.4
Q8LEA0	AT3G20480.5
Q8LEA2	AT1G78440.1
Q8LED0	AT5G60500.1
Q8LEE8	AT5G08415.1
Q8LEM7	AT4G26570.1
Q8LEM7	AT4G26570.2
Q8LF20	AT2G25430.1
Q8LF48	AT1G04710.1
Q8LFD1	AT3G02600.1
Q8LFD1	AT3G02600.2
Q8LFD1	AT3G02600.3
Q8LFD1	AT3G02600.4
Q8LFD1	AT3G02600.5
Q8LFD1	AT3G02600.10
Q8LFD1	AT3G02600.11
Q8LFD1	AT3G02600.12
Q8LFD1	AT3G02600.2
Q8LFD1	AT3G02600.4
Q8LFD1	AT3G02600.5
Q8LFD1	AT3G02600.6
Q8LFD1	AT3G02600.7
Q8LFD1	AT3G02600.8
Q8LFD1	AT3G02600.9
Q8LFD1	AT3G02600.3
Q8LFD3	AT1G26960.1
Q8LFJ9	AT5G15720.1
Q8LFJ9	AT5G15720.2
Q8LFJ9	AT5G15720.3
Q8LFM2	AT5G59845.1
Q8LG32	AT1G53870.1
Q8LG32	AT1G53870.2
Q8LG32	AT1G53870.1
Q8LG32	AT1G53870.3
Q8LG32	AT1G53870.4
Q8LG50	AT3G57650.1
Q8LGF7	AT5G25760.1
Q8LGF7	AT5G25760.2
Q8LKS5	AT5G27600.1
Q8LLD4	AT3G06540.1
Q8LPF5	AT1G18460.1
Q8LPK4	AT5G22780.1
Q8LPK4	AT5G22780.2
Q8LPL6	AT5G22770.1
Q8LPL6	AT5G22770.3
Q8LPL6	AT5G22770.2
Q8LPL6	AT5G22770.6
Q8LPL6	AT5G22770.4
Q8LPL6	AT5G22770.5
Q8LPS1	AT3G05970.1
Q8RUF8	AT5G12040.1
Q8RUF8	AT5G12040.2
Q8RUF8	AT5G12040.2
Q8RW93	AT4G00165.1
Q8RW93	AT4G00165.2
Q8RW97	AT1G17340.1
Q8RWD9	AT5G27630.1
Q8RWD9	AT5G27630.2
Q8RWD9	AT5G27630.3
Q8RWD9	AT5G27630.4
Q8RWE8	AT4G26850.1
Q8RWJ4	AT2G36325.1
Q8RWN7	AT2G46920.1
Q8RWN7	AT2G46920.2
Q8RWN7	AT2G46920.3
Q8RWN7	AT2G46920.4
Q8RWN9	AT3G13930.1
Q8RWQ8	AT4G24390.1
Q8RWQ8	AT4G24390.2
Q8RWS1	AT2G41230.1
Q8RWT0	AT1G78960.1
Q8RWT0	AT1G78960.2
Q8RWT0	AT1G78960.3
Q8RWT0	AT1G78960.4
Q8RWT0	AT1G78960.5
Q8RWU3	AT3G09600.1
Q8RWU3	AT3G09600.2
Q8RWU3	AT3G09600.2
Q8RWU3	AT3G09600.3
Q8RWU3	AT3G09600.4
Q8RWU3	AT3G09600.6
Q8RWU3	AT3G09600.7
Q8RWU3	AT3G09600.8
Q8RWU3	AT3G09600.9
Q8RWU3	AT3G09600.5
Q8RWU4	AT4G21750.1
Q8RWU4	AT4G21750.2
Q8RWU4	AT4G21750.3
Q8RWU4	AT4G21750.4
Q8RX73	AT5G58780.1
Q8RX88	AT4G01320.1
Q8RX88	AT4G01320.2
Q8RX88	AT4G01320.3
Q8RXE8	AT3G25410.1
Q8RXK7	AT4G02330.1
Q8RXL7	AT2G44080.1
Q8RXN0	AT1G17840.1
Q8RXN7	AT2G39420.1
Q8RXN7	AT2G39420.1
Q8RXT9	AT1G28590.1
Q8RXU9	AT4G00700.1
Q8RXU9	AT4G00700.2
Q8RY00	AT3G48820.1
Q8RY00	AT3G48820.2
Q8RY16	AT1G03000.1
Q8RY89	AT1G60890.1
Q8RY89	AT1G60890.2
Q8S2T1	AT2G17570.1
Q8S307	AT1G75080.1
Q8S307	AT1G75080.2
Q8S4F6	AT5G01220.1
Q8S4F6	AT5G01220.2
Q8S4V4	AT1G37150.1
Q8S4V4	AT1G37150.3
Q8S4V4	AT1G37150.4
Q8S4V4	AT1G37150.2
Q8S4V4	AT1G37150.3
Q8S4V4	AT1G37150.5
Q8S4V4	AT1G37150.6
Q8S4V4	AT1G37150.7
Q8S4V4	AT1G37150.8
Q8S4V4	AT1G37150.9
Q8S8D3	AT2G25350.1
Q8S8D3	AT2G25350.2
Q8S8D3	AT2G25350.3
Q8S8D3	AT2G25350.4
Q8S8D3	AT2G25350.5
Q8S8N6	AT2G06925.1
Q8S8N6	AT2G06925.2
Q8S8P9	AT2G31030.1
Q8S8S1	AT2G45690.1
Q8S8S2	AT2G45670.1
Q8S8S2	AT2G45670.2
Q8S8S2	AT2G45670.2
Q8S925	AT3G06420.1
Q8S926	AT2G45170.1
Q8S926	AT2G45170.2
Q8S926	AT2G45170.1
Q8S926	AT2G45170.2
Q8S929	AT2G44140.3
Q8S929	AT2G44140.4
Q8S929	AT2G44140.5
Q8S929	AT2G44140.1
Q8S929	AT2G44140.2
Q8S948	AT1G78510.1
Q8S948	AT1G78510.2
Q8S9J8	AT4G32285.1
Q8S9J8	AT4G32285.2
Q8S9M1	AT2G42130.1
Q8S9M1	AT2G42130.2
Q8S9M1	AT2G42130.3
Q8S9M1	AT2G42130.5
Q8S9M1	AT2G42130.4
Q8VWJ1	AT2G18950.1
Q8VWJ1	AT2G18950.2
Q8VWK4	AT1G49950.1
Q8VWK4	AT1G49950.2
Q8VWK4	AT1G49950.3
Q8VWZ8	AT1G07420.1
Q8VWZ8	AT1G07420.2
Q8VXZ7	AT3G56310.1
Q8VXZ7	AT3G56310.2
Q8VXZ7	AT3G56310.2
Q8VY26	AT4G32810.1
Q8VY26	AT4G32810.2
Q8VY48	AT1G22180.1
Q8VY48	AT1G22180.2
Q8VY48	AT1G22180.3
Q8VY48	AT1G22180.4
Q8VY53	AT4G35530.1
Q8VY63	AT4G07390.1
Q8VY63	AT4G07390.2
Q8VY93	AT4G26790.1
Q8VY93	AT4G26790.2
Q8VYH2	AT4G37760.1
Q8VYI1	AT1G69640.1
Q8VYI3	AT1G76150.1
Q8VYI9	AT5G64080.1
